Protein	D_glucose	acetate	ethanol	glycerol	D_glucitol	D_galactose	D_ribose	D_xylose
P53312	0	0	0	0	0	0	0	0
P53598	0	0	0	0	0	0	0	0
P38169	0	0	0	0	0	0	0	0
P52893	0	0	0	0	0	0	0	0
P37303	0	0	0	0	0	0	0	0
Q05016	0	0	0	0	0	0	0	0
P07702	0.001257007	0.000510981	0.000713811	0.000860247	0.001149649	0.000949499	0.001018862	0.000191963
P50113	0.000168029	2.07E-05	6.07E-05	8.97E-05	0.000146824	0.000107292	0.000120992	0
P38986	0	0	0	0	0	0	0	0
P0CZ17	0	0	0	0	0	0	0	0
P0CX77	0	0	0	0	0	0	0	0
P0CX78	0	0	0	0	0	0	0	0
P0CX79	0	0	0	0	0	0	0	0
P32263	0	0	0	0	0	0	0	0
Q12068	0	0	0	0	0	0	0	0
P25379	0	0	0	0	0	0	0	0
P00927	0	0	0	0	0	0	0	0
P47125	0	0	0	0	0	0	0	0
P50107	0	0	0	0	0	0	0	0
P38604	0.000604591	0.000217237	0.000322551	0.000398584	0.000548848	0.000444926	0.000480941	5.16E-05
P26637	0.001148856	0.000462287	0.000648952	0.000783713	0.001050054	0.000865856	0.00092969	0.000168694
P11325	0	0	0	0	0	0	0	0
Q10740	0	0	0	0	0	0	0	0
P15180	0.000441685	0.00014389	0.000224854	0.000283304	0.00039883	0.000318936	0.000346623	1.65E-05
P32048	0	0	0	0	0	0	0	0
P17505	0	0.00411625	0.002372338	0.001169982	0.000123582	0.001078775	0.000100184	0
P22133	0	0	0	0	0	0	0	0
P32419	0	0	0	0	0	0	0	0
P21826	0	0.015129507	0.020185401	0	0	0.006347238	0	0
P30952	0	0.015866958	0.021167676	0	0	0.006659426	0	0
P36013	0.000545973	0.000318168	0.000456988	0	4.74E-06	0	0	0
P32463	0	0	0	0	0	0	0	0
Q12283	0	0	0	0	0	0	0	0
P41940	3.58E-05	0	0	0	2.50E-05	5.00E-06	1.19E-05	0
P29952	0.000129738	3.44E-06	3.78E-05	6.26E-05	0.000111563	7.77E-05	8.94E-05	0
P19358	0	0	0	0	0	0	0	0
P10659	0.009279388	0.004122975	0.005524898	0.006537037	0.008537342	0.007153938	0.00763336	0.001917981
P32785	0	0	0	0	0	0	0	0
P00958	0.013384896	0.005971424	0.007986992	0.009442167	0.01231804	0.010329092	0.011018366	0.002801274
P22438	0	0	0	0	0	0	0	0
Q02046	0	0	0	0	0	0	0	0
Q12031	0	0	0	0	0	0	0	0
P07277	0.000356898	0.000105715	0.000174007	0.000223311	0.000320751	0.000253362	0.000276716	0
P32377	0.001759019	0.000737008	0.001014873	0.001215482	0.001611945	0.001337752	0.001432774	0.000299972
P35206	0	0	0	0	0	0	0	0
P38287	0	0	0	0	0	0	0	0
P33300	0	0	0	0	0	0	0	0
Q05533	0.000434252	0.000140543	0.000220397	0.000278044	0.000391985	0.000313187	0.000340495	0
P38710	0	0	0	0	0	0	0	0
P11986	0.001488601	0.000615254	0.0008527	0.001024128	0.00136292	0.001128612	0.001209812	0.000241791
P43577	0	0	0	0	0	0	0	0
P40360	0	0	0	0	0	0	0	0
Q04728	0.000457826	0.000151157	0.000234534	0.000294726	0.000413694	0.000331419	0.000359931	2.00E-05
Q04066	0	0	0	0	0	0	0	0
P21595	0	0	0	0	0	0	0	0
P21623	0	0	0	0	0	0	0	0
P53164	0	0	0	0	0	0	0	0
P32622	0	0	0	0	0	0	0	0
P21373	0	0	0	0	0	0	0	0
Q06892	0	0	0	0	0	0	0	0
P06700	0	0	0	0	0	0	0	0
P53688	0	0	0	0	0	0	0	0
P53685	0	0	0	0	0	0	0	0
P53687	0	0	0	0	0	0	0	0
P53686	0	0	0	0	0	0	0	0
P38795	0	0	0	0	0	0	0	0
Q07500	0.001142541	0.000828275	0.005337902	0.002201994	0.003710873	0.003007216	0.003604879	0.001142883
P40215	0	0	0	0	0	0	0	0
P32340	0.000297872	0.00584299	0.002384597	0.003650197	0.000367502	0.00192726	0.000318577	0.000145839
P39683	0	0	0	0	0	0	0	0
P53184	0	0	0	0	0	0	0	0
Q05874	0	0	0	0	0	0	0	0
P25576	0	0	0	0	0	0	0	0
Q06178	0	0	0	0	0	0	0	0
P53204	0	0	0	0	0	0	0	0
P43619	0	0	0	0	0	0	0	0
P32621	0	0	0	0	0	0	0	0
P36010	4.88E-05	0	0	5.31E-06	3.71E-05	7.92E-05	2.27E-05	0
P39730	0	0	0	0	0	0	0	0
P54861	0	0	0	0	0	0	0	0
Q12198	0	0	0	0	0	0	0	0
Q04533	0	0	0	0	0	0	0	0
P05150	0	0	0	0	0	0	0	0
P08432	0	0	0	0	0	0	0	0
P07991	0	0	0	0	0	0	0	0
P13298	0.000149723	1.24E-05	4.98E-05	7.67E-05	0.000129967	9.31E-05	0.000105899	0
P30402	0	0	0	0	0	0	0	0
P03962	0	0	0	0	0	0	0	0
P53332	0	0	0	0	0	0	0	0
Q04430	0	0	0	0	0	0	0	0
P40459	0	0	0	0	0	0	0	0
P41903	0	0	0	0	0	0	0	0
P15625	0	0	0	0	0	0	0	0
P15624	0	0	0	0	0	0	0	0
P08425	0	0	0	0	0	0	0	0
Q06408	0	0	0	0	0	0	0	0
P07244	0.002307991	0.000984178	0.001344096	0.001603945	0.002117485	0.001762322	0.001885405	0.000418084
P38628	0	0	0	0	0	0	0	0
P18408	0.000533033	0.000185018	0.000279637	0.000347944	0.000482952	0.000389583	0.00042194	3.62E-05
P10963	0	0.002625762	0.003530646	0	0	0	0	0
P33412	0	0	0	0	0	0	0	0
P16862	0.012926826	0	0	0	0.005103374	0.002750354	0.003095512	0.000152104
P16861	0	0	0	0	0	0	0	0
P37012	0.000315701	8.72E-05	0.0001493	0.000194155	0.000282814	0.003174502	0.000242749	0
P33401	0.000161513	1.77E-05	5.68E-05	8.51E-05	0.000140823	0.001959947	0.000115619	0
P53319	0	0	0	0	0	0	0	0
P38720	0.006434458	0	0	0	0.006566964	0.00667106	0.005869198	0.00288234
P40054	1.95E-05	0	0	0	1.00E-05	0	0	0.000103287
P40510	3.21E-05	0	0	0	2.17E-05	0	8.93E-06	0.000124807
P00560	0.007404172	0.000105752	0.000174056	0.0009361	0.002958301	0.001626088	0.002404582	0.000180227
Q12040	0.002703684	0	3.31E-06	0.000290585	0.001029686	0.0005507	0.000823377	0
P07283	0.023580927	0.010562014	0.01410157	0.016657018	0.021707396	0.018214565	0.019425012	0.004994909
P24521	0.002964154	0.001279609	0.001737603	0.002068256	0.002721736	0.002269793	0.002426415	0.000559258
P40506	0	0	0	0	0	0	0	0
P36076	0	0	0	0	0	0	0	0
P36024	0	0	0	0	0	0	0	0
Q08438	0	0	0	0	0	0	0	0
Q03262	0	0	0	0	0	0	0	0
P27616	0	0	0	0	0	0	0	0
P21264	5.26E-05	0	0	7.99E-06	4.05E-05	1.80E-05	2.58E-05	0
P00912	0	0	0	0	0	0	0	0
P04046	0	0	0	0	0	0	0	0
P32895	0.023267558	0.010420926	0.013913642	0.016435279	0.02141882	0.01797221	0.019166639	0.00492749
P38620	0.017166977	0.007674248	0.010255118	0.012118422	0.015800897	0.013254107	0.014136703	0.003614978
P38689	0	0	0	0	0	0	0	0
P38063	0	0	0	0	0	0	0	0
Q12265	0	0	0	0	0	0	0	0
P42941	0	0	0	0	0	0	0	0
P33330	0.013896257	0	0	0	0.012788944	0	0.011439985	0.023715031
P38298	0	0	0	0	0	0	0	0
Q05567	0	0	0	0	0	0	0	0
P50264	0	0	0	0	0	0	0	0
P05373	0	0	0	0	0	0	0	0
P32452	0	0	0	0	0	0	0	0
P20049	0.000151367	1.32E-05	5.07E-05	7.79E-05	0.000131481	9.44E-05	0.000107254	0
P09368	0	0	0	0	0	0	0	0
P38708	0.002796804	0.001204261	0.001637242	0.001949839	0.002567626	0.002140366	0.002288434	0.000523252
P40012	0	0	0	0	0	0	0	0
Q04179	0	0	0	0	0	0	0	0
Q05788	0	0	0	0	0	0	0	0
P38075	0	0	0	0	0	0	0	0
P32327	0.003718912	0	0	0.001888746	0.002488124	0	0.002217253	0.000504678
P11154	0.007774018	0	0	0.004000493	0.005236314	0	0.004677818	0.00114675
P32473	0.001422875	0	0	0.001285191	0.001302394	0.003124034	0.001155625	0.000227651
P16387	0.001662007	0	0	0.001502703	0.001522607	0.003630293	0.001352791	0.0002791
P16451	0.001624696	0	0	0.001468762	0.001488249	0.003551304	0.001322028	0.000271073
P12695	0.001870174	0	0	0.001692049	0.001714306	0.004070999	0.001524427	0.000323888
P00549	0.02071839	0	0	0.002710328	0.008206321	0.004645998	0.006678013	0.000335213
P52489	0	0	0	0	0	0	0	0
Q03778	0	0	0	0	0	0	0	0
P50861	0	0	0	0	0	0	0	0
P38145	0.00185826	0.00078169	0.001074389	0.001285703	0.001703334	0.001414504	0.001514599	0.000321323
P21524	0	0	0	0	0	0	0	0
P49723	0	0	0	0	0	0	0	0
P21672	0	0	0	0	0	0	0	0
P09938	0	0	0	0	0	0	0	0
Q12189	0.005230045	0.000337342	0.000482528	0.000587344	0.005241582	0.005167749	0.03741024	0.005169649
P53915	0	0	0	0	0	0	0	0
P46969	0.00050159	0	0	0	0.000521339	0.000543336	0.00374339	0
P25087	0	0	0	0	0	0	0	0
P40363	0	0	0	0	0	0	0	0
P38998	0.000703418	0.000261732	0.000381818	0.000468512	0.000639856	0.000521358	0.000562424	7.29E-05
P38999	0	0	0	0	0	0	0	0
P12945	0	0	0	0	0	0	0	0
P37293	0	0	0	0	0	0	0	0
P07347	0	0	0	0	0	0	0	0
Q3E790	0	0	0	0	0	0	0	0
P40970	0	0	0	0	0	0	0	0
P25045	0	0	0	0	0	0	0	0
P07284	0	0	0	0	0	0	0	0
P38705	0.002948876	0.001272731	0.001728441	0.002057449	0.002707667	0.002257978	0.002413819	0.00053443
P15807	0	0	0	0	0	0	0	0
Q12074	0	0	0	0	0	0	0	0
Q12455	0	0	0	0	0	0	0	0
P47013	0	0	0	0	0	0	0	0
P23501	0	0	0	0	0	0	0	0
Q06147	0	0	0	0	0	0	0	0
Q12246	0	0	0	0	0	0	0	0
P32476	0.024862067	0.011138822	0.014869868	0.017563568	0.022887175	0.019205378	0.020481312	0.005270539
P29704	0.000978699	0.000385676	0.000546907	0.000663311	0.000893359	0.000734258	0.000789395	0.000132084
P37298	0	0	0	0	0	0	0	0
P47052	0	0	0	0	0	0	0	0
P33421	0	0	0	0	0	0	0	0
P21801	0	0	0	0	0	0	0	0
Q00711	0	0	0	0	0	0	0	0
Q06236	0	0	0	0	0	0	0	0
P38067	0	0.006436062	0	0.009998581	0	0	0	0
P00724	0	0	0	0	0	0	0	0
P08536	0	0	0	0	0	0	0	0
P39692	0	0	0	0	0	0	0	0
P47169	0	0	0	0	0	0	0	0
Q12358	0	0	0	0	0	0	0	0
P36001	0	0	0	0	0	0	0	0
Q08645	0	0	0	0	0	0	0	0
P35202	0	0	0	0	0	0	0	0
P40553	0	0	0	0	0	0	0	0
P29509	0	0	0	0	0	0	0	0
P38816	0	0	0	0	0	0	0	0
P04801	0.006101766	0.002692288	0.003619256	0.004288493	0.005611118	0.004696396	0.005013395	0.001234317
P07236	0	0	0	0	0	0	0	0
P06785	0	0	0	0	0	0	0	0
P18900	0	0	0	0	0	0	0	0
P53228	0	0	0	0	0	0	0	0
P15019	0.021119438	0	0	0	0.007921211	0.003944619	0.001068456	0.000794089
P33315	0	0	0	0	0	0	0	0
P23254	0.002712633	6.20E-05	0.000115788	0.000154613	0.002804965	0.002907808	0.017869338	0.003501532
P00942	3.73E-05	0	0	0	0	0	0	0
P00931	0	0	0	0	0	0	0	0
Q12109	0.001174175	0.000473687	0.000664136	0.000801634	0.00107337	0.000885438	0.000950566	0.000174141
P04803	0	0	0	0	0	0	0	0
P36421	0.001142339	0.000459353	0.000645043	0.000779105	0.001044052	0.000860816	0.000924317	0.000167292
P48527	0	0	0	0	0	0	0	0
Q06321	0	0	0	0	0	0	0	0
P43123	0	0	0	0	0	0	0	0
P04397	0	0	0	0	0	0.025276671	0	0
P15700	0	0	0	0	0	0	0	0
P18562	0	0	0	0	0	0	0	0
P32459	0	0	0	0	0	0	0	0
Q12084	0	0	0	0	0	0	0	0
P32347	0	0	0	0	0	0	0	0
P36150	0	0	0	0	0	0	0	0
P06174	0	0	0	0	0	0	0	0
P38709	0.000749037	0.000282272	0.000409177	0.000500797	0.000681867	0	0.000600037	8.27E-05
P32861	0	0	0	0	0	0	0	0
P07806	0.000747118	0.000281408	0.000408026	0.000499439	0.000680099	0.000555155	0.000598455	8.23E-05
P47165	0	0	0	0	0	0	0	0
Q07993	0	0	0	0	0	0	0	0.000610751
P42826	0	0	0	0	0	0	0	0.33416309
P31115	0	0	0	0	0	0	0	0
P53167	0	0	0	0	0	0	0	0
P48567	0	0	0	0	0	0	0	0
Q12211	0	0	0	0	0	0	0	0
P39988	0	0	0	0	0	0	0	0
P36136	0	0	0	0	0	0	0	0
P21954	0	0	0	0.000177231	0.001419801	0	0.00126074	0.00025508
P07149	0.023100914	0.010345898	0.013813706	0.016317359	0.02126536	0.01784333	0.019029241	0.004891637
P19097	0.020894899	0.009352681	0.012490759	0.014756355	0.019233879	0.016137231	0.01721038	0.004417025
P39525	0	0	0	0	0	0	0	0
P35731	0	0	0	0	0	0	0	0
P38790	0	0	0	0	0	0	0	0
P38071	0	0	0	0	0	0	0	0
P39540	0	0	0	0	0	0	0	0
P40319	0	0	0	0	0	0	0	0
P38286	0	0	0	0	0	0	0	0
P40857	0	0	0	0	0	0	0	0
Q99190	0	0	0	0	0	0	0	0
P21147	0.014866933	0.00663869	0.008875775	0.01049088	0.013682824	0.011475282	0.01224031	0.003120131
P30624	0	0	0	0	0	0	0	0
P47912	0	0	0	0	0	0	0	0
P39002	0	0	0	0	0	0	0	0
Q05871	0	0	0	0	0	0	0	0
Q08558	0	0	0	0	0	0	0	0
P32573	0	0	0	0	0	0	0	0
P32784	0	0	0	0	0	0	0	0
P36148	0.058957155	0.026489161	0.035316368	0.041689404	0.054284659	0.045573779	0.048592541	0.012584147
P40471	0	0	0	0	0	0	0	0
Q08548	3.87E-05	0	0	0	2.77E-05	7.27E-06	1.44E-05	0
P33333	0	0	0	0	0	0	0	0
P36165	0	0	0	0	0	0	0	0
Q12043	0	0	0	0	0	0	0	0
P32567	0	0	0	0	0	0	0	0
Q05521	0	0	0	0	0	0	0	0
Q04396	0	0	0	0	0	0	0	0
Q08650	0	0	0	0	0	0	0	0
P38221	0.00023014	4.86E-05	9.80E-05	0.000133614	0.000204021	0.000155328	0.000172203	0
P08456	0	0	0	0	0	0	0	0
P06197	0.000337554	9.70E-05	0.000162405	0.000209619	0.000302937	0.000238401	0.000260766	0
P38226	0	0	0	0	0	0	0	0
P39006	0.043672179	0.019607609	0.026150182	0.030873748	0.040209052	0.033752761	0.035990197	0.009295816
P53037	0	0	0	0	0	0	0	0
P05374	0	0	0	0	0	0	0	0
P05375	0	0	0	0	0	0	0	0
Q12382	0	0	0	0	0	0	0	0
P22140	0	0	0	0	0	0	0	0
P17898	0	0	0	0	0	0	0	0
P25578	0	0	0	0	0	0	0	0
P38812	0	0	0	0	0	0	0	0
Q07560	0	0	0	0	0	0	0	0
P53264	0	0	0	0	0	0	0	0
Q06510	0	0	0	0	0	0	0	0
P42951	0	0	0	0	0	0	0	0
P37297	0	0	0	0	0	0	0	0
Q06389	0	0	0	0	0	0	0	0
P39104	0	0	0	0	0	0	0	0
P22219	0	0	0	0	0	0	0	0
P22543	0	0	0	0	0	0	0	0
P38994	0	0	0	0	0	0	0	0
P34756	0	0	0	0	0	0	0	0
P40345	0	0	0	0	0	0	0	0
Q04958	0	0	0	0	0	0	0	0
P39105	0	0	0	0	0	0	0	0
Q03674	0	0	0	0	0	0	0	0
Q08108	0	0	0	0	0	0	0	0
P32383	0	0	0	0	0	0	0	0
Q08959	0	0	0	0	0	0	0	0
P36126	0	0	0	0	0	0	0	0
P50942	0	0	0	0	0	0	0	0
Q12271	0	0	0	0	0	0	0	0
P47147	0	0	0	0	0	0	0	0
P32368	0	0	0	0	0	0	0	0
P40559	0	0	0	0	0	0	0	0
Q08227	0	0	0	0	0	0	0	0
Q06708	0	0	0	0	0	0	0	0
P42837	0	0	0	0	0	0	0	0
P34163	0	0	0	0	0	0	0	0
Q07804	0	0	0	0	0	0	0	0
Q07950	0	0	0	0	0	0	0	0
P38139	0	0	0	0	0	0	0	0
P40308	0	0	0	0	0	0	0	0
P25641	0	0	0	0	0	0	0	0
P54857	0	0	0	0	0	0	0	0
P28321	0	0	0	0	0	0	0	0
P16140	0	0	0	0	0	0	0	0
P17255	0	0	0	0	0	0	0	0
P25515	0	0	0	0	0	0	0	0
P32610	0	0	0	0	0	0	0	0
P39111	0	0	0	0	0	0	0	0
P23968	0	0	0	0	0	0	0	0
P48836	0	0	0	0	0	0	0	0
P31412	0	0	0	0	0	0	0	0
P32366	0	0	0	0	0	0	0	0
P37296	0	0	0	0	0	0	0	0
P22203	0	0	0	0	0	0	0	0
P32842	0	0	0	0	0	0	0	0
P41807	0	0	0	0	0	0	0	0
P32563	0	0	0	0	0	0	0	0
P40988	0	0	0	0	0	0	0	0
P38993	0	0	0	0	0	0	0	0
P38954	0	0	0	0	0	0	0	0
Q06346	0	0	0	0	0	0	0	0
P36107	0	0	0	0	0	0	0	0
P53615	0	0	0	0	0	0	0	0
Q12447	0	0	0	0	0	0	0	0
P53727	0	0	0	0	0	0	0	0
P52290	0	0	0	0	0	0	0	0
P06182	0	0	0	0	0	0	0	0
Q00873	0	0	0	0	0	0	0	0
P39713	0	0	0	0	0	0	0	0
P33893	0	0	0	0	0	0	0	0
P38174	0	0	0	0	0	0	0	0
Q01662	0	0	0	0	0	0	0	0
P38218	0	0	0	0	0	0	0	0
Q04299	0	0	0	0	0	0	0	0
P38230	0	0	0	0	0	0	0	0
P38242	0	0	0	0	0	0	0	0
P53178	0	0	0	0	0	0	0	0
Q01976	0	0	0	0	0	0	0	0
P38137	0	0	0	0	0	0	0	0
P38138	0	0	0	0	0	0	0	0
P07286	0	0	0	0	0	0	0	0
P38149	0	0	0	0	0	0	0	0
P53871	0	0	0	0	0	0	0	0
P38360	0	0	0	0	0	0	0	0
P25374	0	0	0	0	0	0	0	0
P25612	0	0	0	0	0	0	0	0
Q07747	0	0	0	0	0	0	0	0
P47182	0	0	0	0	0	0	0	0
P42884	0	0	0	0	0	0	0	0
Q08361	0	0	0	0	0	0	0	0
Q02895	0	0	0	0	0	0	0	0
P39986	0	0	0	0	0	0	0	0
P0CX08	0	0	0	0	0	0	0	0
P0CX09	0	0	0	0	0	0	0	0
P40011	0	0	0	0	0	0	0	0
P40029	0	0	0	0	0	0	0	0
P39965	0	0	0	0	0	0	0	0
P32656	0	0	0	0	0	0	0	0
P38744	0	0	0	0	0	0	0	0
P00447	0	0	0	0	0	0	0	0
P38773	0	0	0	0	0	0	0	0
P38774	0	0	0	0	0	0	0	0
P38818	0	0	0	0	0	0	0	0
P38827	0	0	0	0	0	0	0	0
Q04089	0	0	0	0	0	0	0	0
P46995	0	0	0	0	0	0	0	0
P38626	0	0	0	0	0	0	0	0
Q12746	0	0	0	0	0	0	0	0
P36060	0	0	0	0	0	0	0	0
P40580	0	0	0	0	0	0	0	0
P40582	0	0	0	0	0	0	0	0
Q04806	0	0	0	0	0	0	0	0
P36156	0	0	0	0	0	0	0	0
Q12390	0	0	0	0	0	0	0	0
P36088	0	0	0	0	0	0	0	0
P14904	0	0	0	0	0	0	0	0
P28273	0	0	0	0	0	0	0	0
P36007	0	0	0	0	0	0	0	0
P48239	0	0	0	0	0	0	0	0
P0CH63	0	0	0	0	0	0	0	0
P0CH64	0	0	0	0	0	0	0	0
P43545	0	0	0	0	0	0	0	0
P53824	0	0	0	0	0	0	0	0
P43616	0	0	0	0	0	0	0	0
Q07540	0	0	0	0	0	0	0	0
Q07648	0	0	0	0	0	0	0	0
P19881	0	0	0	0	0	0	0	0
P13045	0	0	0	0	0	0	0	0
P28817	0	0	0	0	0	0	0	0
Q12691	0	0	0	0	0	0	0	0
Q01896	0	0	0	0	0	0	0	0
P13587	0	0	0	0	0	0	0	0
Q99288	0	0	0	0	0	0	0	0
Q08234	0	0	0	0	0	0	0	0
P52892	0	0	0	0	0	0	0	0
Q03786	0	0	0	0	0	0	0	0
P32584	0	0	0	0	0	0	0	0
Q04082	0	0	0	0	0	0	0	0
P53306	0	0	0	0	0	0	0	0
P53961	0	0	0	0	0	0	0	0
P46961	0	0	0	0	0	0	0	0
P32363	0	0	0	0	0	0	0	0
P62651	0	0	0	0	0	0	0	0
Q04409	0.001717532	0	0	0	0	0	0	0
Q04432	0	0	0	0	0	0	0	0
Q04902	0	0	0	0	0	0	0	0
Q08914	0	0	0	0	0	0	0	0
Q08992	0	0	0	0	0	0	0	0
P38929	0	0	0	0	0	0	0	0
P13586	0	0	0	0	0	0	0	0
P16639	0	0	0	0	0	0	0	0
P39007	0	0	0	0	0	0	0	0
P53008	0	0	0	0	0	0	0	0
P31755	0	0	0	0	0	0	0	0
P43636	0	0	0	0	0	0	0	0
P22855	0	0	0	0	0	0	0	0
P32579	0	0	0	0	0	0	0	0
P53095	0	0	0	0	0	0	0	0
P53206	0	0	0	0	0	0	0	0
P53223	0	0	0	0	0	0	0	0
P53230	0	0	0	0	0	0	0	0
P32318	0	0	0	0	0	0	0	0
P50076	0	0	0	0	0	0	0	0
P39676	0	0	0	0	0	0	0	0
P47051	0	0	0	0	0	0	0	0
P47016	0	0	0	0	0	0	0	0
P21375	0	0.001426616	0.000528389	0.001758279	0	0.000246013	0	0
P00445	0	0	0	0	0	0	0	0
P32906	0	0	0	0	0	0	0	0
Q12205	0	0	0	0	0	0	0	0
P47177	0	0	0	0	0	0	0	0
Q12209	0	0	0	0	0	0	0	0
P36033	0	0	0	0	0	0	0	0
P32791	0	0	0	0	0	0	0	0
P53746	0	0	0	0	0	0	0	0
Q12333	0	0	0	0	0	0	0	0
Q08905	0	0	0	0	0	0	0	0
Q08908	0	0	0	0	0	0	0	0
Q12473	0	0	0	0	0	0	0	0
Q12385	0	0	0	0	0	0	0	0
Q06508	0	0	0	0	0	0	0	0
Q12429	0	0	0	0	0	0	0	0
Q12524	0	0	0	0	0	0	0	0
Q06005	0	0	0	0	0	0	0	0
Q03161	0	0	0	0	0	0	0	0
Q12674	0	0	0	0	0	0	0	0
Q03649	0	0	0	0	0	0	0	0
P53954	0	0	0	0	0	0	0	0
P53934	0	0	0	0	0	0	0	0
P53868	0	0	0	0	0	0	0	0
P53839	0	0	0	0	0	0	0	0
P53730	0	0	0	0	0	0	0	0
Q08295	0	0	0	0	0	0	0	0
Q12001	0	0	0	0	0	0	0	0
P40351	0	0	0	0	0	0	0	0
Q04174	0	0	0	0	0	0	0	0
P32875	0	0	0	0	0	0	0	0
Q08686	0	0	0	0	0	0	0	0
Q12305	0	0	0	0	0	0	0	0
Q08742	0	0	0	0	0	0	0	0
P40350	0	0	0	0	0	0	0	0
Q06494	0	0	0	0	0	0	0	0
Q06350	0	0	0	0	0	0	0	0
P29029	0	0	0	0	0	0	0	0
P38698	0	0	0	0	0	0	0	0
Q04119	0	0	0	0	0	0	0	0
P38995	0	0	0	0	0	0	0	0
P49954	0	0	0	0	0	0	0	0
P39979	0	0	0	0	0	0	0	0
