Protein	D_glucose	acetate	ethanol	glycerol	D_glucitol	D_galactose	D_ribose	D_xylose
P26637	0.001252044	0.000538472	0.00076077	0.000903492	0.001141116	0.000970868	0.001036188	0.000240208
P11325	0	0	0	0	0	0	0	0
Q10740	0	0	0	0	0	0	0	0
P15180	0.000486443	0.000176934	0.000273355	0.00033526	0.000438328	0.000364488	0.000392816	4.76E-05
P32048	0	0	0	0	0	0	0	0
P17505	0	0.002850924	0.001359074	0.001082368	0	0.000193203	0	0
P22133	0	0	0	0	0	0	0	0
P32419	0	0	0	0	0	0	0	0
P21826	0	0.00726693	0.011799873	0.000488575	0	0.000933998	0	0
P30952	0	0.007625419	0.012376097	0.000517075	0	0.000984071	0	0
P36013	0.000180961	0	4.01E-05	0	0	0	0	0.000238127
P32463	0	0	0	0	0	0	0	0
Q12283	0	0	0	0	0	0	0	0
P41940	4.70E-05	0	0	9.09E-06	3.49E-05	1.64E-05	2.35E-05	0
P29952	0.000148721	1.75E-05	5.83E-05	8.46E-05	0.000128315	9.70E-05	0.000109012	0
P19358	0	0	0	0	0	0	0	0
P10659	0.010054378	0.004695153	0.006364701	0.007436601	0.009221258	0.007942618	0.008433204	0.002455076
P32785	0	0	0	0	0	0	0	0
P00958	0.014499116	0.006794054	0.009194391	0.010735482	0.013301321	0.011462993	0.012168319	0.003573462
P22438	0	0	0	0	0	0	0	0
Q02046	0	0	0	0	0	0	0	0
Q12031	0	0	0	0	0	0	0	0
P07277	0.00039465	0.000133587	0.000214916	0.000267131	0.000354066	0.00029178	0.000315678	2.45E-05
P32377	0.001912623	0.000850416	0.001181324	0.001393776	0.001747498	0.00149407	0.001591305	0.000406426
P35206	0	0	0	0	0	0	0	0
P38287	0	0	0	0	0	0	0	0
P33300	0	0	0	0	0	0	0	0
Q05533	0.000478395	0.000173134	0.000268232	0.000329287	0.000430941	0.00035811	0.000386054	4.55E-05
P38710	0	0	0	0	0	0	0	0
P11986	0.001619861	0.000712165	0.000994939	0.001176487	0.001478755	0.001262191	0.001345282	0.000332759
P43577	0	0	0	0	0	0	0	0
P40360	0	0	0	0	0	0	0	0
Q04728	0	0	0	0	0	0	0	0
Q04066	0	0	0	0	0	0	0	0
P21595	0	0	0	0	0	0	0	0
P21623	0	0	0	0	0	0	0	0
P53164	0	0	0	0	0	0	0	0
P32622	0	0	0	0	0	0	0	0
P21373	0	0	0	0	0	0	0	0
Q06892	0	0	0	0	0	0	0	0
P06700	0	0	0	0	0	0	0	0
P53688	0	0	0	0	0	0	0	0
P53685	0	0	0	0	0	0	0	0
P53687	0	0	0	0	0	0	0	0
P53686	0	0	0	0	0	0	0	0
P38795	0	0	0	0	0	0	0	0
Q07500	0.000549385	0.000867635	0.005572241	0.001817914	0.003348911	0.004027815	0.003717866	0.00089342
P40215	0	0	0	0	0	0	0	0
P32340	0.000134377	0.004465633	0.00131312	0.003646624	0.000143173	0.000463858	8.96E-05	0.000498466
P39683	0	0	0	0	0	0	0	0
P53184	0	0	0	0	0	0	0	0
Q05874	0	0	0	0	0	0	0	0
P25576	0	0	0	0	0	0	0	0
Q06178	0	0	0	0	0	0	0	0
P53204	0	0	0	0	0	0	0	0
P43619	0	0	0	0	0	0	0	0
P32621	0	0	0	0	0	0	0	0
P36010	5.52E-05	0	0	1.52E-05	4.25E-05	0.000322258	3.04E-05	0
P39730	0	0	0	0	0	0	0	0
P54861	0	0	0	0	0	0	0	0
Q12198	2.59E-05	0	0	1.15E-05	1.97E-05	1.90E-05	2.63E-05	0
Q04533	0	0	0	0	0	0	0	0
P05150	0	0	0	0	0	0	0	0
P08432	0	0	0	0	0	0	0	0
P07991	0	0	0	0	0	0	0	0
P13298	0.000170357	2.77E-05	7.21E-05	0.00010066	0.000148176	0.000114133	0.000127194	0
P30402	0	0	0	0	0	0	0	0
P03962	0	0	0	0	0	0	0	0
P53332	0	0	0	0	0	0	0	0
Q04430	0	0	0	0	0	0	0	0
P40459	0	0	0	0	0	0	0	0
P41903	0	0	0	0	0	0	0	0
P15625	0	0	0	0	0	0	0	0
P15624	0	0	0	0	0	0	0	0
P08425	0	0	0	0	0	0	0	0
Q06408	0	0	0	0	0	0	0	0
P07244	0.002506954	0.001131074	0.0015597	0.00183489	0.002293067	0.001964801	0.002090749	0.000555973
P38628	0	0	0	0	0	0	0	0
P18408	0.000737739	0.00038979	0.000560321	0	0	0	0	0.000160983
P10963	0	0.002348373	0.003200831	0	0	0	0	0
P33412	0	0	0	0	0	0	0	0
P16862	0.012865594	0	0	0	0.005791517	0.004409955	0.003269217	2.78E-05
P16861	0	0	0	0	0	0	0	0
P37012	0.000350049	0.000110842	0.000186521	0.000234028	0.000313125	0.003513408	0.000278198	1.32E-05
P33401	0.00018312	3.37E-05	8.02E-05	0.000110133	0.000159892	0.002173153	0.00013792	0
P53319	0	0	0	0	0	0	0	0
P38720	0.003360549	0	0	0	0.003005784	0.00304607	0.002466814	0
P40054	0	0	0	0	0	0	0	0.000104856
P40510	0	0	0	0	0	0	0	0.000126542
P00560	0.007329374	0.000107494	0.000179738	0.000599098	0.003299225	0.002515542	0.002448237	1.72E-05
Q12040	0.002689434	0	5.46E-06	0.000163546	0.001168804	0.000886005	0.000849787	0
P07283	0.025537639	0.012006641	0.016221899	0.018928234	0.02343416	0.020205829	0.021444468	0.006350947
P24521	0.003217333	0.001466534	0.002011958	0.002362136	0.002945163	0.002527446	0.002687715	0.000734722
P40506	0	0	0	0	0	0	0	0
P36076	0	0	0	0	0	0	0	0
P36024	0	0	0	0	0	0	0	0
Q08438	0	0	0	0	0	0	0	0
Q03262	0	0	0	0	0	0	0	0
P27616	0	0	0	0	0	0	0	0
P21264	6.52E-05	0	5.19E-06	2.26E-05	5.17E-05	3.09E-05	3.88E-05	0
P00912	0	0	0	0	0	0	0	0
P04046	8.12E-06	0	0	0	0	0	0	0
P32895	0.01589612	0.007453748	0.010083776	0.011772336	0.014583705	0.012569463	0.013342284	0.003924975
P38620	0.011720027	0.00548171	0.007425118	0.008672845	0.010750247	0.009261866	0.009832925	0.002874188
P38689	0	0	0	0	0	0	0	0
P38063	0	0	0	0	0	0	0	0
Q12265	0	0	0	0	0	0	0	0
P42941	0	0	0	0	0	0	0	0
P33330	0.006157259	0	0	0	0.006909212	0	0.005917757	0.02389951
P38298	0	0	0	0	0	0	0	0
Q05567	0	0	0	0	0	0	0	0
P50264	0	0	0	0	0	0	0	0
P05373	0	0	0	0	0	0	0	0
P32452	0	0	0	0	0	0	0	0
P20049	0	0	0	0	0	0	0	0
P09368	0	1.38E-05	0	0	0	0	0	0.000205263
P38708	0.003036156	0.001380977	0.001896613	0.002227666	0.002778851	0.002383947	0.002535463	0.000689133
P40012	0	0	0	0	0	0	0	0
Q04179	0	0	0	0	0	0	0	0
Q05788	0	0	0	0	0	0	0	0
P38075	0	0	0	0	0	0	0	0
P32327	0.001386841	0	0	0	0.000733539	0	0.000448617	0
P11154	0.002965641	0	0	0	0.001618629	0	0.001031164	0
P32473	0.000792828	0	0	0.00233034	0.000689758	0.000789859	0.000535768	0.000249072
P16387	0.000933025	0	0	0.002711969	0.000813771	0.00092959	0.0006356	0.000303886
P16451	0.000911151	0	0	0.002652425	0.000794422	0.000907789	0.000620024	0.000295333
P12695	0.001055069	0	0	0.003044181	0.000921725	0.001051228	0.000722505	0.000351601
P00549	0.020769973	0	0	0.001871763	0.009392829	0.007276987	0.007006022	0
P52489	0	0	0	0	0	0	0	0
Q03778	0	0	0	0	0	0	0	0
P50861	0	0	0	0	0	0	0	0
P38145	0.002020064	0.000901152	0.001249725	0.001473519	0.001846124	0.001579167	0.001681592	0.00043346
P21524	0	0	0	0	0	0	0	0
P49723	0	0	0	0	0	0	0	0
P21672	0	0	0	0	0	0	0	0
P09938	0	0	0	0	0	0	0	0
Q12189	0.002646501	0.000106932	0.00017898	0.000225236	0.002373909	0.002345602	0.039714876	0.001688223
P53915	0	0	0	0	0	0	0	0
P46969	0.000224261	0	0	0	0.000190311	0.00019884	0.00339328	2.56E-05
P25087	0	0	0	0	0	0	0	0
P40363	0	0	0	0	0	0	0	0
P38998	0.000354167	0	5.02E-05	0.000107128	0.000281563	0.000157805	0.000198849	0
P38999	0	0	0	0	0	0	0	0
P12945	0	0	0	0	0	0	0	0
P37293	0	0	0	0	0	0	0	0
P07347	0	0	0	0	0	0	0	0
Q3E790	0	0	0	0	0	0	0	0
P40970	0	0	0	0	0	0	0	0
P25045	0	0	0	0	0	0	0	0
P07284	0	0	0	0	0	0	0	0
P38705	0.003200794	0.001458724	0.002001428	0.00234986	0.002929981	0.002514346	0.002673816	0.00073056
P15807	0	0	0	0	0	0	0	0
Q12074	0	0	0	0	0	0	0	0
Q12455	0	0	0	0	0	0	0	0
P47013	0	0	0	0	0	0	0	0
P23501	0	0	0	0	0	0	0	0
Q06147	0	0	0	0	0	0	0	0
Q12246	0	0	0	0	0	0	0	0
P32476	0.02692464	0.012661603	0.017104908	0.019957657	0.024707359	0.021304376	0.022610022	0.00669904
P29704	0.001067828	0.00045148	0.00064349	0.000766766	0.000972014	0.000824962	0.000881382	0.000193854
P37298	0	0	0	0	0	0	0	0
P47052	0	0	0	0	0	0	0	0
P33421	0	0	0	0	0	0	0	0
P21801	0	0	0	0	0	0	0	0
Q00711	0	0	0	0	0	0	0	0
Q06236	0	0	0	0	0	0	0	0
P38067	0	0.001364134	0	0.004439501	0	0	0	0
P00724	0	0	0	0	0	0	0	0
P08536	0	0	0	0	0	0	0	0
P39692	0	0	0	0	0	0	0	0
P47169	0	0	0	0	0	0	0	0
Q12358	0	0	0	0	0	0	0	0
P36001	0	0	0	0	0	0	0	0
Q08645	0	0	0	0	0	0	0	0
P35202	0	0	0	0	0	0	0	0
P40553	0	0	0	0	0	0	0	0
P29509	1.28E-05	0	0	0	0	0	0	0
P38816	0	0	0	0	0	0	0	0
P04801	0.006614197	0.003070619	0.004174544	0.004883296	0.00606333	0.00521788	0.005542261	0.001589451
P07236	0	0	0	0	0	0	0	0
P06785	0	0	0	0	0	0	0	0
P18900	0	0	0	0	0	0	0	0
P53228	0	0	0	0	0	0	0	0
P15019	0.021398631	0	0	0	0.009514549	0.007177249	0.001807492	1.96E-05
P33315	0	0	0	0	0	0	0	0
P23254	0.001416028	0	2.87E-06	1.99E-05	0.001257301	0.001297176	0.016232436	0.001078836
P00942	3.66E-05	0	0	0	0	0	0	0
P00931	0	0	0	0	0	0	0	0
Q12109	0.001279455	0.000551417	0.000778222	0.000923837	0.001166279	0.000992578	0.001059223	0.000247105
P04803	0	0	0	0	0	0	0	0
P36421	0.001244988	0.00053514	0.000756278	0.000898255	0.001134639	0.000965279	0.001030259	0.000238432
P48527	0	0	0	0	0	0	0	0
Q06321	0	0	0	0	0	0	0	0
P43123	0	0	0	0	0	0	0	0
P04397	0	0	0	0	0	0.034652626	0	0
P15700	0	0	0	0	0	0	0	0
P18562	0	0	0	0	0	0	0	0
P32459	0	0	0	0	0	0	0	0
Q12084	0	0	0	0	0	0	0	0
P32347	0	0	0	0	0	0	0	0
P36150	0	0	0	0	0	0	0	0
P06174	0	0	0	0	0	0	0	0
P38709	0.00081919	0.000334067	0.000485197	0.000582226	0.000743776	0	0.00067244	0.000131291
P32861	0	0	0	0	0	0	0	0
P07806	0.000817112	0.000333086	0.000483874	0.000580684	0.000741868	0.000626386	0.000670694	0.000129871
P47165	0	0	0	0	0	0	0	0
Q07993	0	0	0	0	0	0	0	0.000274871
P42826	0	0	0	0	0	0	0	0.176199425
P31115	0	0	0	0	0	0	0	0
P53167	0	0	0	0	0	0	0	0
P48567	0	0	0	0	0	0	0	0
Q12211	0	0	0	0	0	0	0	0
P39988	0	0	0	0	0	0	0	0
P36136	0	0	0	0	0	0	0	0
P21954	0	0	0	0	0.000314164	0	0.000200406	0
P07149	0.025017962	0.011761241	0.015891056	0.018542533	0.022957121	0.01979423	0.021007761	0.006220188
P19097	0.022629664	0.010633449	0.014370587	0.01676995	0.020764779	0.017902636	0.019000774	0.005619254
P39525	0	0	0	0	0	0	0	0
P35731	0	0	0	0	0	0	0	0
P38790	0	0	0	0	0	0	0	0
P38071	0	0	0	0	0	0	0	0
P39540	0	0	0	0	0	0	0	0
P40319	0	0	0	0	0	0	0	0
P38286	0	0	0	0	0	0	0	0
P40857	0	0	0	0	0	0	0	0
Q99190	0	0	0	0	0	0	0	0
P21147	0.016103612	0.007551729	0.010215873	0.011926336	0.014774173	0.012733803	0.013516648	0.003977184
P30624	0	0	0	0	0	0	0	0
P47912	0	0	0	0	0	0	0	0
P39002	0	0	0	0	0	0	0	0
Q05871	0	0	0	0	0	0	0	0
Q08558	0	0	0	0	0	0	0	0
P32573	0	0	0	0	0	0	0	0
P32784	0	0	0	0	0	0	0	0
P36148	0.063837127	0.030091867	0.040604249	0.047353613	0.058591124	0.050539844	0.053628932	0.01598741
P40471	0	0	0	0	0	0	0	0
Q08548	5.02E-05	0	0	1.15E-05	3.78E-05	1.89E-05	2.62E-05	0
P33333	0	0	0	0	0	0	0	0
P36165	0	0	0	0	0	0	0	0
Q12043	0	0	0	0	0	0	0	0
P32567	0	0	0	0	0	0	0	0
Q05521	0	0	0	0	0	0	0	0
Q04396	0	0	0	0	0	0	0	0
Q08650	0	0	0	0	0	0	0	0
P38221	0.000257418	6.88E-05	0.000127548	0.000165277	0.000228094	0.000183088	0.000200356	0
P08456	0	0	0	0	0	0	0	0
P06197	0.000373707	0.000123697	0.000201583	0.000251587	0.000334842	0.000275193	0.000298079	1.92E-05
P38226	0	0	0	0	0	0	0	0
P39006	0.047289073	0.022277875	0.030069454	0.035071933	0.043400886	0.03743349	0.039723043	0.011823852
P53037	0	0	0	0	0	0	0	0
P05374	0	0	0	0	0	0	0	0
P05375	0	0	0	0	0	0	0	0
Q12382	0	0	0	0	0	0	0	0
P22140	0	0	0	0	0	0	0	0
P17898	0	0	0	0	0	0	0	0
P25578	0	0	0	0	0	0	0	0
P38812	0	0	0	0	0	0	0	0
Q07560	0	0	0	0	0	0	0	0
P53264	0	0	0	0	0	0	0	0
Q06510	0	0	0	0	0	0	0	0
P42951	0	0	0	0	0	0	0	0
P37297	0	0	0	0	0	0	0	0
Q06389	0	0	0	0	0	0	0	0
P39104	0	0	0	0	0	0	0	0
P22219	0	0	0	0	0	0	0	0
P22543	0	0	0	0	0	0	0	0
P38994	0	0	0	0	0	0	0	0
P34756	0	0	0	0	0	0	0	0
P40345	0	0	0	0	0	0	0	0
Q04958	0	0	0	0	0	0	0	0
P39105	0	0	0	0	0	0	0	0
Q03674	0	0	0	0	0	0	0	0
Q08108	0	0	0	0	0	0	0	0
P32383	0	0	0	0	0	0	0	0
Q08959	0	0	0	0	0	0	0	0
P36126	0	0	0	0	0	0	0	0
P50942	0	0	0	0	0	0	0	0
Q12271	0	0	0	0	0	0	0	0
P47147	0	0	0	0	0	0	0	0
P32368	0	0	0	0	0	0	0	0
P40559	0	0	0	0	0	0	0	0
Q08227	0	0	0	0	0	0	0	0
Q06708	0	0	0	0	0	0	0	0
P42837	0	0	0	0	0	0	0	0
P34163	0	0	0	0	0	0	0	0
Q07804	0	0	0	0	0	0	0	0
Q07950	0	0	0	0	0	0	0	0
P38139	0	0	0	0	0	0	0	0
P40308	0	0	0	0	0	0	0	0
P25641	0	0	0	0	0	0	0	0
P54857	0	0	0	0	0	0	0	0
P28321	0	0	0	0	0	0	0	0
P16140	0	0	0	0	0	0	0	0
P17255	0	0	0	0	0	0	0	0
P25515	0	0	0	0	0	0	0	0
P32610	0	0	0	0	0	0	0	0
P39111	0	0	0	0	0	0	0	0
P23968	0	0	0	0	0	0	0	0
P48836	0	0	0	0	0	0	0	0
P31412	0	0	0	0	0	0	0	0
P32366	0	0	0	0	0	0	0	0
P37296	0	0	0	0	0	0	0	0
P22203	0	0	0	0	0	0	0	0
P32842	0	0	0	0	0	0	0	0
P41807	0	0	0	0	0	0	0	0
P32563	0	0	0	0	0	0	0	0
P40988	0	0	0	0	0	0	0	0
P38993	0	0	0	0	0	0	0	0
P38954	0	0	0	0	0	0	0	0
Q06346	0	0	0	0	0	0	0	0
P36107	0	0	0	0	0	0	0	0
P53615	0	0	0	0	0	0	0	0
Q12447	0	0	0	0	0	0	0	0
P53727	0	0	0	0	0	0	0	0
P52290	0	0	0	0	0	0	0	0
P06182	0	0	0	0	0	0	0	0
Q00873	0	0	0	0	0	0	0	0
P39713	0	0	0	0	0	0	0	0
P33893	0	0	0	0	0	0	0	0
P38174	0	0	0	0	0	0	0	0
Q01662	0	0	0	0	0	0	0	0
P38218	0	0	0	0	0	0	0	0
Q04299	0	0	0	0	0	0	0	0
P38230	0	0	0	0	0	0	0	0
P38242	0	0	0	0	0	0	0	0
P53178	0	0	0	0	0	0	0	0
Q01976	0	0	0	0	0	0	0	0
P38137	0	0	0	0	0	0	0	0
P38138	0	0	0	0	0	0	0	0
P07286	0	0	0	0	0	0	0	0
P38149	0	0	0	0	0	0	0	0
P53871	0	0	0	0	0	0	0	0
P38360	0	0	0	0	0	0	0	0
P25374	0	0	0	0	0	0	0	0
P25612	0	0	0	0	0	0	0	0
Q07747	0	0	0	0	0	0	0	0
P47182	0	0	0	0	0	0	0	0
P42884	0	0	0	0	0	0	0	0
Q08361	0	0	0	0	0	0	0	0
Q02895	0	0	0	0	0	0	0	0
P39986	0	0	0	0	0	0	0	0
P0CX08	0	0	0	0	0	0	0	0
P0CX09	0	0	0	0	0	0	0	0
P40011	0	0	0	0	0	0	0	0
P40029	0	0	0	0	0	0	0	0
P39965	0	0	0	0	0	0	0	0
P32656	0	0	0	0	0	0	0	0
P38744	0	0	0	0	0	0	0	0
P00447	0	0	0	0	0	0	0	0
P38773	0	0	0	0	0	0	0	0
P38774	0	0	0	0	0	0	0	0
P38818	0	0	0	0	0	0	0	0
P38827	0	0	0	0	0	0	0	0
Q04089	0	0	0	0	0	0	0	0
P46995	0	0	0	0	0	0	0	0
P38626	0	0	0	0	0	0	0	0
Q12746	0	0	0	0	0	0	0	0
P36060	0	0	0	0	0	0	0	0
P40580	0	0	0	0	0	0	0	0
P40582	0	0	0	0	0	0	0	0
Q04806	0	0	0	0	0	0	0	0
P36156	0	0	0	0	0	0	0	0
Q12390	0	0	0	0	0	0	0	0
P36088	0	0	0	0	0	0	0	0
P14904	0	0	0	0	0	0	0	0
P28273	0	0	0	0	0	0	0	0
P36007	0	0	0	0	0	0	0	0
P48239	0	0	0	0	0	0	0	0
P0CH63	0	0	0	0	0	0	0	0
P0CH64	0	0	0	0	0	0	0	0
P43545	0	0	0	0	0	0	0	0
P53824	0	0	0	0	0	0	0	0
P43616	0	0	0	0	0	0	0	0
Q07540	0	0	0	0	0	0	0	0
Q07648	0	0	0	0	0	0	0	0
P19881	0	0	0	0	0	0	0	0
P13045	0	0	0	0	0	0	0	0
P28817	0	0	0	0	0	0	0	0
Q12691	0	0	0	0	0	0	0	0
Q01896	0	0	0	0	0	0	0	0
P13587	0	0	0	0	0	0	0	0
Q99288	0	0	0	0	0	0	0	0
Q08234	0	0	0	0	0	0	0	0
P52892	0	0	0	0	0	0	0	0
Q03786	0	0	0	0	0	0	0	0
P32584	0	0	0	0	0	0	0	0
Q04082	0	0	0	0	0	0	0	0
P53306	0	0	0	0	0	0	0	0
P53961	0	0	0	0	0	0	0	0
P46961	0	0	0	0	0	0	0	0
P32363	0	0	0	0	0	0	0	0
P62651	0	0	0	0	0	0	0	0
Q04409	0.001683708	0	0	0	0	7.25E-05	0	0
Q04432	0	0	0	0	0	0	0	0
Q04902	0	0	0	0	0	0	0	0
Q08914	0	0	0	0	0	0	0	0
Q08992	0	0	0	0	0	0	0	0
P38929	0	0	0	0	0	0	0	0
P13586	0	0	0	0	0	0	0	0
P16639	0	0	0	0	0	0	0	0
P39007	0	0	0	0	0	0	0	0
P53008	0	0	0	0	0	0	0	0
P31755	0	0	0	0	0	0	0	0
P43636	0	0	0	0	0	0	0	0
P22855	0	0	0	0	0	0	0	0
P32579	0	0	0	0	0	0	0	0
P53095	0	0	0	0	0	0	0	0
P53206	0	0	0	0	0	0	0	0
P53223	0	0	0	0	0	0	0	0
P53230	0	0	0	0	0	0	0	0
P32318	0	0	0	0	0	0	0	0
P50076	0	0	0	0	0	0	0	0
P39676	0	0	0	0	0	0	0	0
P47051	0	0	0	0	0	0	0	0
P47016	0	0	0	0	0	0	0	0
P21375	0	0.001028578	0.000250748	0.001436013	0	3.05E-06	0	0
P00445	0	0	0	0	0	0	0	0
P32906	0	0	0	0	0	0	0	0
Q12205	0	0	0	0	0	0	0	0
P47177	0	0	0	0	0	0	0	0
Q12209	0	0	0	0	0	0	0	0
P36033	0	0	0	0	0	0	0	0
P32791	0	0	0	0	0	0	0	0
P53746	0	0	0	0	0	0	0	0
Q12333	0	0	0	0	0	0	0	0
Q08905	0	0	0	0	0	0	0	0
Q08908	0	0	0	0	0	0	0	0
Q12473	0	0	0	0	0	0	0	0
Q12385	0	0	0	0	0	0	0	0
Q06508	0	0	0	0	0	0	0	0
Q12429	0	0	0	0	0	0	0	0
Q12524	0	0	0	0	0	0	0	0
Q06005	0	0	0	0	0	0	0	0
Q03161	0	0	0	0	0	0	0	0
Q12674	0	0	0	0	0	0	0	0
Q03649	0	0	0	0	0	0	0	0
P53954	0	0	0	0	0	0	0	0
P53934	0	0	0	0	0	0	0	0
P53868	0	0	0	0	0	0	0	0
P53839	0	0	0	0	0	0	0	0
P53730	0	0	0	0	0	0	0	0
Q08295	0	0	0	0	0	0	0	0
Q12001	0	0	0	0	0	0	0	0
P40351	0	0	0	0	0	0	0	0
Q04174	0	0	0	0	0	0	0	0
P32875	0	0	0	0	0	0	0	0
Q08686	0	0	0	0	0	0	0	0
Q12305	0	0	0	0	0	0	0	0
Q08742	0	0	0	0	0	0	0	0
P40350	0	0	0	0	0	0	0	0
Q06494	0	0	0	0	0	0	0	0
Q06350	0	0	0	0	0	0	0	0
P29029	0	0	0	0	0	0	0	0
P38698	0	0	0	0	0	0	0	0
Q04119	0	0	0	0	0	0	0	0
P38995	0	0	0	0	0	0	0	0
P49954	0	0	0	0	0	0	0	0
P39979	0	0	0	0	0	0	0	0
